fips,Percent-of-Population-Under-15-(2017-2021),Percent-of-Population-Aged-15-to-64-(2017-2021),Percent-of-Population-65+-(2017-2021),Percent-of-Population-White-(non-Hispanic)-(2017-2021),Percent-of-Populaiton-Black-(non-Hispanic)-(2017-2021),Percent-of-Population-Hispanic-or-Latino-(2017-2021),Percent-of-Population-Asian-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2017-2021),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2017-2021),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2017-2021),Poverty-Rate-(2017-2021),Median-Household-Income-(2017-2021),Unemployment-Rate-(2017-2021),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2017-2021),%-of-households-with-broadband-internet-connection-(2017-2021),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2017-2021),Percent-of-Popualtion-Employed-in-Construction-(2017-2021),Percent-of-Popualtion-Employed-in-Manufacturing-(2017-2021),Percent-of-Popualtion-Employed-in-Trade-Transporation-and-Utilities-(2017-2021),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2018-2021
26053,0.1339,0.599,0.2671,0.9094,0.0244,0.0182,0.0036,0.0271,0.0026,0.9416,0.2167,0.1356,41948,0.0518,0.1304,0.7703,0.0207,0.0299,0.1536,0.1628,2,1,12.78,Rural,3,3,2,4,3,40.38228564
26055,0.1651,0.6353,0.1996,0.9236,0.0079,0.0304,0.0063,0.008,0.0006,0.9516,0.3842,0.1054,69393,0.0425,0.0928,0.8922,0.0099,0.0554,0.1034,0.1976,5,4,22.05,Rural,1,2,1,2,1,32.78272456
26057,0.1597,0.6683,0.172,0.8478,0.0587,0.0654,0.0056,0.002,0.0006,0.9184,0.1681,0.1522,53347,0.0543,0.1352,0.8066,0.0467,0.0256,0.1638,0.188,0,1,12,Rural,4,3,2,4,3,31.13175918
26059,0.178,0.6274,0.1946,0.9397,0.0064,0.0252,0.0035,0.0029,0,0.8975,0.1834,0.154,54110,0.0401,0.1341,0.8007,0.0231,0.0272,0.3081,0.1518,4,2,0,Rural,4,3,3,4,4,37.22111532
26061,0.1678,0.6608,0.1715,0.92,0.0097,0.0174,0.0275,0.0048,0.0007,0.9291,0.3358,0.1718,48623,0.057,0.0977,0.8283,0.0078,0.0545,0.0765,0.1594,3,4,16.41,Rural,3,3,1,4,2,24.00960384
26063,0.1583,0.5873,0.2544,0.9466,0.0043,0.0262,0.006,0.001,0,0.9097,0.1621,0.118,51924,0.0517,0.1416,0.7689,0.0879,0.0446,0.1629,0.1702,2,4,12.49,Rural,3,2,2,3,2,31.70376007
26065,0.1648,0.6984,0.1368,0.6866,0.1146,0.0812,0.0643,0.003,0.0002,0.937,0.4059,0.1747,58226,0.067,0.1145,0.8691,0.0042,0.031,0.0747,0.1316,12,4,9.84,Urban,2,1,1,4,2,118.3224813
26067,0.1829,0.6679,0.1492,0.8759,0.0436,0.0503,0.0054,0.001,0.0001,0.9152,0.1607,0.0999,64436,0.0501,0.1165,0.8386,0.0585,0.0351,0.1961,0.1199,0,3,7.8,Rural,4,2,2,5,3,42.06477976
26069,0.1374,0.5688,0.2938,0.9286,0.0073,0.0258,0.0068,0.0098,0,0.8945,0.161,0.1371,44334,0.0784,0.1801,0.817,0.0114,0.0394,0.1246,0.2852,0,3,3.94,Rural,3,3,4,3,3,106.8798987
26071,0.1421,0.556,0.3019,0.9385,0.0122,0.0225,0.0049,0.0072,0,0.9227,0.1921,0.1527,45792,0.0465,0.1833,0.7443,0.0229,0.0551,0.0641,0.227,0,1,0,Rural,3,3,3,3,3,34.54231434
26073,0.145,0.7257,0.1293,0.8437,0.0219,0.0418,0.016,0.0288,0.0002,0.9252,0.3017,0.2378,48840,0.0724,0.1229,0.7976,0.0194,0.0625,0.0955,0.1575,2,2,12.75,Rural,4,3,1,5,3,45.71567895
26075,0.1774,0.6456,0.177,0.8357,0.0767,0.0373,0.0079,0.0025,0.0001,0.9183,0.2261,0.1199,57746,0.0596,0.1266,0.8671,0.0036,0.0339,0.1683,0.2131,3,2,8.78,Urban,3,3,3,4,3,39.18763412
26077,0.1809,0.6691,0.15,0.7638,0.1062,0.0531,0.0233,0.0015,0.0003,0.943,0.4044,0.1427,61739,0.0668,0.1124,0.8937,0.0119,0.0471,0.1638,0.1819,13,6,8.12,Urban,1,2,2,4,2,61.23698714
26079,0.1711,0.6285,0.2005,0.9335,0.01,0.0221,0.005,0.0091,0,0.8808,0.159,0.1591,50363,0.0617,0.163,0.8135,0.0907,0.1102,0.0794,0.1624,0,0,17.38,Rural,4,3,4,4,4,33.68326503
26081,0.2005,0.6623,0.1372,0.7246,0.0905,0.1097,0.0303,0.0021,0.0003,0.921,0.381,0.1045,69786,0.0474,0.0931,0.8881,0.0049,0.0436,0.1674,0.1824,27,22,11.44,Urban,1,2,1,3,1,49.92686554
26083,0.1194,0.5263,0.3543,0.9635,0.0058,0.019,0,0.0015,0,0.9643,0.3683,0.0982,54010,0.0498,0.0999,0.7806,0,0.0349,0.0129,0.1055,0,0,0,Rural,2,2,2,2,2,48.73294347
26085,0.1355,0.565,0.2996,0.8505,0.0754,0.0264,0.0024,0.0082,0.0001,0.8196,0.1312,0.1942,40753,0.0747,0.2703,0.7153,0.0067,0.0344,0.0127,0.1065,1,1,17.52,Rural,5,4,4,5,4,32.65839321
26087,0.165,0.6519,0.1831,0.9094,0.0117,0.0493,0.0037,0.0019,0.0001,0.9169,0.1864,0.0994,69194,0.056,0.1159,0.8601,0.0174,0.0515,0.225,0.1723,4,4,1.13,Urban,3,2,2,3,3,59.78972068
26089,0.1277,0.56,0.3123,0.8979,0.003,0.0433,0.0055,0.0264,0.0015,0.9635,0.4726,0.0643,72709,0.04,0.1141,0.8984,0.0403,0.0897,0.0795,0.1361,0,0,9.19,Rural,1,2,2,2,1,35.95344029
26091,0.1709,0.6402,0.1889,0.8586,0.0205,0.0841,0.0028,0.0014,0.0004,0.9146,0.2185,0.1095,60656,0.0536,0.1256,0.8522,0.0185,0.0362,0.1934,0.1716,4,3,8.11,Rural,4,3,2,4,3,85.55955952
26093,0.1693,0.6557,0.1751,0.9359,0.005,0.0264,0.0087,0.0026,0.0005,0.9595,0.3783,0.0508,88908,0.0418,0.0806,0.9116,0.004,0.0619,0.156,0.2055,6,3,7.53,Urban,2,1,1,2,1,64.1709016
26095,0.1364,0.6495,0.2141,0.7707,0.0906,0.031,0.0056,0.0422,0.0022,0.9239,0.179,0.1634,49667,0.0814,0.1421,0.7801,0.0354,0.0228,0.0416,0.1719,1,2,0,Rural,3,5,3,2,3,36.23188406
26097,0.1232,0.596,0.2808,0.7244,0.0341,0.0215,0.0089,0.1558,0.002,0.9145,0.247,0.1526,52989,0.102,0.1561,0.807,0.0332,0.0507,0.0226,0.1623,4,0,9.09,Rural,2,3,4,2,2,36.98908822
26099,0.1723,0.6578,0.1699,0.7726,0.1208,0.028,0.0436,0.0022,0.0007,0.9039,0.2615,0.1028,67828,0.0599,0.1139,0.9014,0.0026,0.0502,0.2072,0.1921,24,17,7.21,Urban,3,3,2,3,3,110.7922327
26101,0.1401,0.6048,0.2551,0.8819,0.0328,0.0355,0.0033,0.0119,0.0001,0.9118,0.2202,0.1089,54428,0.0648,0.1578,0.8206,0.0114,0.0401,0.1323,0.1898,1,1,8.17,Rural,3,3,3,3,3,76.18589358
26103,0.1497,0.658,0.1922,0.9156,0.0161,0.0164,0.0069,0.0112,0.0003,0.9529,0.3411,0.1516,57981,0.0586,0.1128,0.8278,0.0491,0.048,0.0409,0.1813,6,4,14.83,Rural,2,3,2,3,2,21.09068997
26105,0.1679,0.5923,0.2398,0.9064,0.0112,0.0474,0.0048,0.0047,0,0.9331,0.233,0.148,55035,0.0441,0.1435,0.8014,0.0393,0.047,0.1992,0.1969,1,1,10.43,Rural,3,3,3,4,3,68.72143765
26107,0.1516,0.6643,0.1841,0.9048,0.0282,0.0255,0.0098,0.0063,0,0.9243,0.2438,0.1911,48440,0.0549,0.1455,0.786,0.0166,0.0321,0.1254,0.2,4,1,6.93,Rural,3,3,2,4,3,24.96816559
26109,0.1454,0.6078,0.2468,0.9247,0.0053,0.0206,0.0035,0.0198,0,0.9302,0.1746,0.1059,52457,0.0566,0.1466,0.7907,0.0209,0.0203,0.2949,0.1494,0,1,0,Rural,4,3,3,4,3,34.07590408
26111,0.1756,0.6376,0.1867,0.9038,0.0153,0.0303,0.022,0.0037,0.0003,0.9469,0.3558,0.1068,67642,0.0498,0.1095,0.8659,0.0029,0.0615,0.1565,0.1193,5,2,2.39,Urban,2,3,1,3,2,25.15964393
26113,0.1899,0.6049,0.2052,0.9265,0.0045,0.031,0.0023,0.0031,0,0.9016,0.1522,0.1204,50695,0.0772,0.1515,0.8214,0.1713,0.0504,0.1906,0.2147,0,0,0,Rural,4,2,3,4,3,33.24910227
26115,0.1738,0.6437,0.1826,0.9047,0.0225,0.038,0.0053,0.0018,0,0.915,0.2164,0.1132,68006,0.053,0.13,0.8485,0.0128,0.043,0.1414,0.269,3,1,6.67,Urban,3,2,2,4,3,108.3936963
26117,0.1834,0.6434,0.1733,0.9055,0.0217,0.0364,0.0022,0.0031,0.0002,0.8848,0.1393,0.1274,54803,0.0456,0.1499,0.796,0.0311,0.0389,0.1895,0.191,2,1,19.07,Urban,4,3,3,4,4,43.65497516
26119,0.1198,0.5607,0.3195,0.9523,0.0025,0.0141,0.0003,0.0075,0.0002,0.8811,0.1434,0.1628,43913,0.0639,0.211,0.7666,0.0105,0.0395,0.1978,0.1539,0,0,10.73,Rural,3,2,5,4,3,32.73679616
26121,0.1905,0.6384,0.1711,0.7581,0.1301,0.0594,0.0064,0.0067,0.0002,0.917,0.2047,0.1297,57047,0.0731,0.1286,0.834,0.0088,0.037,0.2147,0.2189,10,4,11.04,Urban,3,3,2,4,3,99.63958937
26123,0.1837,0.6225,0.1938,0.8932,0.0087,0.0596,0.0038,0.0049,0.0001,0.8976,0.1713,0.1544,54235,0.0493,0.1826,0.787,0.0439,0.0333,0.198,0.2077,1,1,8.34,Rural,4,3,3,4,4,36.25158601
26125,0.1702,0.6607,0.1691,0.7057,0.1311,0.0443,0.0781,0.0016,0.0002,0.9465,0.4894,0.0757,86275,0.0485,0.088,0.9193,0.0013,0.0376,0.0925,0.1769,50,31,14.98,Urban,1,1,1,2,1,31.28972636
26127,0.1834,0.6099,0.2067,0.8088,0.0109,0.1524,0.0009,0.0069,0,0.8838,0.2027,0.1304,56454,0.055,0.1442,0.7736,0.0894,0.0455,0.2412,0.1963,1,1,11.47,Rural,3,3,2,4,3,41.42346074
26129,0.1503,0.5908,0.2589,0.9378,0.0036,0.0229,0.0076,0.0047,0.0002,0.8709,0.1329,0.1699,44165,0.0882,0.2018,0.806,0.032,0.0577,0.0466,0.361,0,1,9.48,Rural,3,3,3,2,3,91.58833454
26131,0.0915,0.5459,0.3626,0.944,0.0039,0.0156,0.007,0.0036,0.0007,0.9327,0.1498,0.1472,44605,0.0656,0.1705,0.8004,0.0144,0.0487,0.0047,0.2891,1,1,0,Rural,3,3,3,2,3,33.95009336
26133,0.1791,0.6118,0.2091,0.9362,0.0122,0.0213,0.0031,0.003,0,0.8879,0.1522,0.1457,50722,0.0786,0.1724,0.787,0.0298,0.1003,0.2339,0.1293,0,1,8.63,Rural,4,3,4,4,4,47.99930183
26135,0.1618,0.5593,0.2788,0.945,0.0063,0.0175,0.0005,0.0048,0,0.8212,0.1359,0.1242,45659,0.0993,0.2213,0.7211,0.0064,0.0469,0.2099,0.1975,0,1,0,Rural,4,3,5,4,4,36.55861565
26137,0.1728,0.6182,0.209,0.9416,0.0071,0.0182,0.0054,0.0038,0.0002,0.936,0.2681,0.1083,59330,0.048,0.1413,0.8655,0.0292,0.0499,0.1119,0.2922,2,1,16.53,Rural,2,2,3,3,2,47.96929965
26139,0.1971,0.6517,0.1512,0.8291,0.0156,0.1016,0.0258,0.0014,0.0002,0.9377,0.3566,0.0762,77288,0.0386,0.0787,0.8972,0.0306,0.0468,0.3323,0.1441,9,6,3.62,Urban,2,2,1,3,2,30.30168906
26141,0.1245,0.5596,0.316,0.9504,0.0034,0.0159,0.005,0.0025,0,0.9079,0.1917,0.1309,52181,0.067,0.1662,0.7902,0.1407,0.0384,0.0588,0.2359,0,0,7.72,Rural,3,2,3,3,3,38.53267571
26143,0.122,0.5537,0.3243,0.9363,0.0031,0.0207,0.0041,0.0021,0,0.9083,0.1714,0.1677,46218,0.061,0.2098,0.8448,0.0032,0.043,0.0433,0.2517,1,1,4.18,Rural,3,3,5,3,4,76.7328843
26145,0.1771,0.6321,0.1909,0.6853,0.1849,0.0891,0.012,0.0016,0.0002,0.9055,0.2233,0.1798,52749,0.0672,0.1512,0.844,0.0053,0.0356,0.1439,0.1935,9,6,10.25,Urban,3,3,2,3,3,79.77327595
26147,0.1678,0.6444,0.1878,0.9059,0.022,0.0355,0.0041,0.001,0.0004,0.9184,0.194,0.1199,62847,0.0694,0.1423,0.873,0.0027,0.0588,0.1837,0.2096,6,6,9.37,Urban,3,2,3,4,3,101.2076193
26149,0.2028,0.6204,0.1768,0.8574,0.0224,0.0834,0.006,0.0006,0,0.8683,0.1644,0.1255,57080,0.05,0.1376,0.827,0.0251,0.0228,0.3512,0.1315,1,0,0,Rural,4,3,3,4,4,47.67541264
26151,0.1739,0.6092,0.2169,0.9336,0.0047,0.0393,0.0024,0.0015,0,0.8996,0.1493,0.1488,52459,0.0675,0.1528,0.7854,0.0527,0.0328,0.2639,0.1971,0,0,7.18,Rural,4,2,3,4,3,29.39087413
26153,0.1422,0.5875,0.2704,0.8483,0.004,0.0134,0.0041,0.0657,0,0.9018,0.1873,0.1537,54163,0.0858,0.1781,0.8325,0.0909,0.0566,0.0645,0.1524,1,1,0,Rural,3,2,3,3,3,37.48125937
26155,0.1694,0.6474,0.1833,0.9356,0.0082,0.0296,0.0025,0.0019,0,0.9204,0.1822,0.1084,58004,0.0425,0.1409,0.8384,0.008,0.0423,0.1316,0.2254,2,1,4.36,Rural,4,2,2,4,3,63.04708004
26157,0.1655,0.63,0.2045,0.9223,0.011,0.0365,0.0039,0.0025,0,0.9052,0.1416,0.133,55174,0.0662,0.1718,0.7717,0.0415,0.0495,0.1218,0.1907,3,3,5.55,Rural,4,2,2,4,3,56.29785318
26159,0.1933,0.6253,0.1815,0.8011,0.0349,0.1181,0.0071,0.0029,0.0001,0.883,0.2141,0.1369,61549,0.0516,0.117,0.8569,0.0709,0.0326,0.1297,0.1771,2,1,3.99,Urban,3,2,3,4,3,66.18133686
26161,0.1529,0.7058,0.1413,0.692,0.115,0.0499,0.0908,0.0021,0.0003,0.9572,0.572,0.1343,79198,0.047,0.0766,0.9226,0.0013,0.021,0.0659,0.1189,15,6,22.06,Urban,1,2,1,3,1,68.73811851
26163,0.1974,0.6484,0.1542,0.4907,0.3757,0.0621,0.0341,0.0023,0.0002,0.8761,0.2582,0.205,52830,0.0923,0.1442,0.8332,0.0014,0.0294,0.1266,0.1998,72,47,10.47,Urban,3,4,3,4,3,143.9840964
26165,0.1936,0.6151,0.1913,0.9278,0.0075,0.0217,0.0035,0.0034,0.0006,0.9048,0.2023,0.1304,54114,0.0671,0.1417,0.8209,0.0145,0.0203,0.2344,0.1867,0,2,3.05,Rural,3,3,3,3,3,98.35479256
27001,0.1339,0.5377,0.3284,0.9306,0.003,0.0142,0.0015,0.0188,0.0003,0.9184,0.1724,0.1161,50900,0.0559,0.1677,0.7851,0.0202,0.0429,0.0946,0.2128,2,2,12.72,Rural,2,2,2,3,2,38.10249571
27003,0.1973,0.6616,0.141,0.7891,0.0734,0.0494,0.0485,0.0049,0.0002,0.9414,0.3128,0.0588,88680,0.0384,0.0793,0.9196,0.0035,0.0676,0.1859,0.2148,14,9,4.1,Urban,2,2,1,3,2,45.73512985
27005,0.1994,0.5929,0.2077,0.855,0.0057,0.0229,0.0069,0.0581,0.0001,0.9293,0.2581,0.1093,64296,0.0361,0.1263,0.8531,0.0261,0.0489,0.1537,0.1789,5,3,5.99,Rural,2,3,2,2,2,25.71795971
27007,0.2152,0.6252,0.1596,0.7083,0.0087,0.0253,0.0073,0.1861,0.0014,0.9296,0.3041,0.1683,55910,0.055,0.1221,0.8494,0.0032,0.0573,0.0493,0.196,10,1,26.29,Rural,2,3,2,3,2,82.54947538
27009,0.2151,0.6488,0.1361,0.8802,0.0467,0.029,0.0103,0.0014,0.0001,0.913,0.2286,0.0945,65529,0.0392,0.0989,0.8727,0.0156,0.1212,0.2105,0.2072,2,0,5.07,Urban,4,2,1,4,3,34.07403802
27011,0.1812,0.5616,0.2572,0.9521,0.0012,0.0225,0.008,0.0031,0,0.9195,0.2012,0.1267,58095,0.0238,0.0896,0.8374,0.0198,0.1045,0.0103,0.1688,0,0,19.62,Rural,2,3,3,1,2,38.79728419
27013,0.1672,0.6933,0.1395,0.8677,0.0455,0.0403,0.0233,0.0009,0.0003,0.948,0.3554,0.1634,65000,0.0338,0.078,0.8774,0.012,0.0492,0.1027,0.2152,8,7,6.1,Urban,2,2,1,3,2,16.04083121
27015,0.1814,0.6095,0.2091,0.9288,0.0073,0.0468,0.0053,0.0019,0,0.9317,0.2366,0.0799,62999,0.0279,0.0807,0.8412,0.0526,0.0473,0.1969,0.2044,1,2,3.95,Rural,2,1,2,3,2,34.75708658
27017,0.1815,0.6466,0.172,0.8775,0.021,0.0184,0.0055,0.0426,0,0.9382,0.2393,0.1182,68579,0.0496,0.1356,0.8086,0.0075,0.0555,0.0991,0.1514,8,1,5.64,Urban,3,2,2,4,2,60.86595656
27019,0.2164,0.6595,0.1241,0.8753,0.0162,0.0435,0.0314,0.0015,0.0001,0.9619,0.4969,0.038,107890,0.0304,0.0566,0.9257,0.003,0.0604,0.2447,0.1424,4,2,0,Urban,1,1,1,2,1,25.5454425
27021,0.176,0.566,0.258,0.8057,0.0039,0.0244,0.0057,0.0968,0,0.9362,0.2425,0.125,56487,0.0665,0.1369,0.8348,0.0053,0.0621,0.0655,0.1277,4,1,6.98,Rural,3,2,3,2,2,56.8238794
27023,0.1959,0.5943,0.2098,0.8592,0.0112,0.0792,0.0115,0.0157,0.0142,0.9087,0.1924,0.1126,59051,0.0536,0.0918,0.8185,0.0231,0.0399,0.2038,0.1771,0,0,8.25,Rural,2,3,2,3,3,31.97697658
27025,0.1864,0.659,0.1546,0.9207,0.0119,0.0242,0.0136,0.0053,0.0005,0.9533,0.2237,0.066,90870,0.0345,0.0933,0.9038,0.0021,0.0643,0.1506,0.1543,3,0,14.8,Urban,3,1,1,2,2,30.18037211
27027,0.2107,0.6595,0.1298,0.8572,0.0448,0.0479,0.0159,0.0136,0.0022,0.9487,0.36,0.1405,67984,0.0398,0.0962,0.8621,0.0165,0.0434,0.0551,0.2164,5,3,6.51,Urban,3,2,1,4,2,15.39053482
27029,0.2109,0.5866,0.2025,0.835,0.0014,0.024,0.0068,0.069,0,0.8633,0.1769,0.1293,56605,0.0799,0.1544,0.8171,0.0283,0.1287,0.1828,0.1378,0,0,0,Rural,3,2,4,3,3,35.19061584
27031,0.134,0.5814,0.2845,0.8484,0.0004,0.0249,0.0075,0.078,0.0005,0.9654,0.424,0.0914,65045,0.0179,0.0874,0.9024,0,0.0503,0,0.1558,1,0,38.35,Rural,1,2,1,1,1,35.88087549
27033,0.2018,0.5768,0.2214,0.8433,0.0145,0.0872,0.0337,0.0015,0.0057,0.9111,0.2224,0.1144,56297,0.0419,0.0941,0.8101,0.0446,0.0468,0.2851,0.1612,0,0,0,Rural,2,3,2,3,3,34.83106931
27035,0.1777,0.5968,0.2255,0.9423,0.0068,0.0155,0.0043,0.0072,0,0.9399,0.2588,0.1018,60810,0.0471,0.1273,0.853,0.0025,0.0632,0.0937,0.2057,6,6,9.48,Rural,2,2,2,2,2,16.69727834
27037,0.2022,0.6548,0.1429,0.7639,0.0663,0.0751,0.0505,0.0019,0.0003,0.9509,0.432,0.0546,93892,0.0395,0.0782,0.9242,0.0055,0.0528,0.1015,0.2411,16,9,5.35,Urban,2,1,1,3,1,30.51417533
27039,0.2093,0.6441,0.1466,0.9085,0.0043,0.0503,0.0064,0.0021,0.0003,0.9587,0.2822,0.0488,84568,0.0273,0.0784,0.8779,0.0362,0.0814,0.2612,0.2134,1,1,4.91,Urban,3,1,1,3,2,33.65708241
27041,0.1833,0.5907,0.2261,0.9534,0.0027,0.0188,0.0044,0.0016,0.0027,0.9534,0.269,0.0815,69069,0.032,0.083,0.8358,0.007,0.0554,0.1879,0.2068,2,6,8.14,Rural,2,2,1,2,1,25.8117805
27043,0.1819,0.592,0.2261,0.8954,0.0056,0.0751,0.0036,0.0018,0,0.9255,0.2023,0.1156,55186,0.0444,0.1158,0.8092,0.0345,0.045,0.2231,0.1484,0,0,0,Rural,3,2,2,3,2,35.88602598
27045,0.2075,0.5848,0.2077,0.9519,0.0051,0.0181,0.0054,0.0005,0,0.916,0.2238,0.0915,67195,0.0341,0.0812,0.816,0.0479,0.0441,0.1285,0.2088,0,0,0,Urban,3,1,2,3,2,33.05160772
27047,0.1834,0.5975,0.2192,0.836,0.0101,0.1041,0.0297,0.0014,0.0003,0.8823,0.1676,0.1054,59862,0.0414,0.092,0.8222,0.014,0.0375,0.2097,0.2361,2,2,6.5,Rural,3,2,2,3,2,29.14319021
27049,0.1838,0.6205,0.1957,0.9094,0.013,0.0359,0.0073,0.0084,0,0.944,0.2662,0.087,71414,0.0371,0.0742,0.8768,0.0187,0.0408,0.2109,0.198,3,2,4.31,Rural,2,1,1,3,2,50.52312486
27051,0.1926,0.5739,0.2336,0.9433,0.0071,0.023,0.0005,0.0041,0,0.9284,0.1855,0.0791,60781,0.0418,0.1192,0.8288,0.067,0.089,0.0591,0.2068,0,0,0,Rural,2,2,1,2,2,33.08519438
27053,0.185,0.6734,0.1416,0.6742,0.1313,0.0703,0.0718,0.005,0.0002,0.9387,0.5185,0.0988,85438,0.0435,0.0805,0.9057,0.0011,0.0324,0.0819,0.1644,68,40,11.33,Urban,1,2,1,2,1,68.48867536
27055,0.185,0.6002,0.2148,0.9435,0.0104,0.0136,0.0077,0.0018,0,0.9542,0.2536,0.0695,62397,0.0156,0.0728,0.846,0.0292,0.0681,0.108,0.1921,0,0,5.32,Urban,2,1,1,4,2,37.22216314
27057,0.179,0.5699,0.2511,0.9184,0.0067,0.0247,0.0035,0.0223,0,0.9442,0.295,0.1096,63122,0.0437,0.1115,0.8463,0.0474,0.0654,0.1359,0.2019,1,0,4.84,Rural,2,2,2,3,2,32.98930204
27059,0.1978,0.6416,0.1606,0.929,0.0073,0.0233,0.0164,0.0023,0.0001,0.9196,0.188,0.0882,78687,0.0453,0.1063,0.8791,0.0087,0.0489,0.1214,0.2138,2,1,2.6,Urban,3,1,2,3,2,41.86779628
27061,0.1689,0.5941,0.2369,0.8948,0.0056,0.0164,0.0027,0.0316,0.0005,0.9438,0.2515,0.111,58393,0.0656,0.1448,0.8289,0.0363,0.0487,0.0535,0.2032,9,4,11.02,Rural,2,2,2,3,2,40.02757455
27063,0.1801,0.6008,0.219,0.9144,0.0023,0.0416,0.0155,0.0003,0,0.9284,0.2213,0.0962,64134,0.0309,0.0905,0.8432,0.0377,0.0216,0.2838,0.1458,0,0,0,Rural,3,3,1,3,2,39.93610224
27065,0.1731,0.6191,0.2078,0.9401,0.0039,0.017,0.0046,0.0038,0,0.9004,0.1483,0.0973,60982,0.0447,0.1299,0.8206,0.0077,0.0664,0.1153,0.149,3,0,12.56,Rural,3,1,2,4,2,37.49062734
27067,0.208,0.6037,0.1883,0.7805,0.058,0.1286,0.0065,0.0031,0,0.9118,0.2527,0.1097,67798,0.0337,0.1127,0.8478,0.0528,0.0473,0.1573,0.1761,4,2,4.7,Rural,2,2,2,2,2,20.68775285
27069,0.1821,0.5687,0.2492,0.9449,0.0131,0.0161,0.0028,0.0012,0,0.9571,0.2603,0.1019,60676,0.0342,0.0744,0.8153,0.0384,0.0255,0.1102,0.2459,0,0,0,Rural,2,3,2,1,1,47.47211014
27071,0.1425,0.5939,0.2636,0.9125,0.0058,0.0138,0.0019,0.0216,0,0.9235,0.1616,0.1136,54708,0.0527,0.1615,0.8245,0.0113,0.0443,0.0611,0.1937,2,1,23.2,Rural,3,3,2,3,3,40.9735311
27073,0.1725,0.5586,0.2689,0.9425,0.0046,0.0259,0.0067,0.0015,0,0.9401,0.1943,0.0913,60718,0.0236,0.0937,0.8166,0.028,0.0426,0.0647,0.233,0,0,0,Rural,2,2,1,2,2,29.61646676
27075,0.1547,0.5846,0.2607,0.9525,0.0033,0.0154,0.0021,0.0029,0,0.9341,0.2602,0.0768,66828,0.0338,0.13,0.8458,0.0154,0.0022,0.1463,0.1134,1,1,9.33,Rural,2,3,2,2,2,36.91739732
27077,0.1608,0.5978,0.2414,0.9183,0.0005,0.0005,0.0008,0.0194,0,0.9758,0.2194,0.1257,55913,0.0522,0.1397,0.6736,0.0375,0.0024,0.0215,0.163,0,0,0,Rural,1,2,2,1,1,26.61698163
27079,0.1969,0.6282,0.1749,0.9035,0.0081,0.0653,0.0039,0.0026,0,0.948,0.238,0.0788,80425,0.0372,0.0899,0.8757,0.0261,0.0684,0.3527,0.1606,2,0,0,Urban,3,2,1,2,2,31.50488326
27081,0.1927,0.5593,0.2479,0.9503,0.0065,0.0212,0.0012,0.0012,0.003,0.9378,0.2101,0.0959,58621,0.0213,0.084,0.8093,0.0701,0.0933,0.0122,0.237,0,0,0,Rural,2,2,3,2,2,35.36693192
27083,0.2188,0.6208,0.1604,0.8263,0.0305,0.0732,0.049,0.0012,0.0001,0.9302,0.2686,0.1228,62388,0.0337,0.0851,0.8727,0.0121,0.0331,0.1344,0.1978,2,1,3.9,Rural,2,2,1,2,2,35.3259803
27085,0.1892,0.6248,0.186,0.8979,0.0047,0.0673,0.0083,0.0023,0,0.9379,0.1929,0.0726,67067,0.0333,0.1028,0.8516,0.0109,0.0323,0.2982,0.1865,2,2,2.78,Rural,3,2,1,3,2,24.54857891
27087,0.2676,0.5598,0.1726,0.4452,0.0105,0.0473,0.0037,0.3619,0.0009,0.8645,0.1294,0.2107,48021,0.0905,0.1549,0.7767,0,0.0354,0,0.1285,0,0,0,Rural,4,4,5,3,4,313.1331737
27089,0.1925,0.593,0.2145,0.9269,0.0045,0.0458,0.0036,0.004,0,0.9182,0.1926,0.0753,64239,0.0288,0.1064,0.8323,0.0634,0.0636,0.116,0.1841,0,0,0,Rural,3,3,1,2,2,33.03237172
27091,0.1821,0.5876,0.2303,0.9121,0.0038,0.0517,0.0054,0.0014,0.0001,0.9332,0.2156,0.117,57002,0.0544,0.136,0.8454,0.0499,0.0321,0.1152,0.2483,2,0,0,Rural,2,2,3,3,2,34.87792725
27093,0.1993,0.6022,0.1985,0.9343,0.0037,0.0421,0.0021,0.0006,0,0.9391,0.1956,0.0772,67099,0.0238,0.1031,0.8437,0.0377,0.0656,0.214,0.1988,2,0,4.33,Rural,3,1,1,3,2,34.38198384
27095,0.1978,0.6231,0.179,0.8821,0.0041,0.0261,0.0059,0.0432,0.0011,0.9029,0.161,0.1099,61995,0.0583,0.1235,0.8335,0.0051,0.0479,0.0734,0.1401,6,1,15.51,Urban,3,1,3,3,2,109.860969
